formTypeCd,reportInfoIdent,receivedDt,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameFirst,contributorNameShort,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorEmployer,contributorJobTitle,contributorPacFein,contributor_id
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042805,20111222.0,1000.0,,Y,N,ENTITY,Wal-Mart Stores Inc. Pac For Responsible Government,,,,,USA,72716-0150,,,00093054,149424
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042806,20111215.0,1000.0,,Y,N,ENTITY,Oncor Political Action Committee,,,,,USA,75202,,,,100085
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042807,20111212.0,2000.0,,Y,N,ENTITY,Independent Insurance Agents Of Texas Pac,,,,,USA,78768,,,,60852
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042808,20111212.0,1000.0,,Y,N,ENTITY,Abbott Laboratories Employee Political Action Committee,,,,,USA,60064-6028,,,C00040279,1191
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042809,20081213.0,500.0,,Y,N,ENTITY,P A C Of Independent Insurance Agents Of Texas,,,,,USA,78768,,,,100831
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042810,20081211.0,500.0,,Y,N,ENTITY,Linebarger Goggan Blair & Sampson,,,,,USA,78760,,,,82286
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042811,20111230.0,500.0,,Y,N,ENTITY,Texas Economic Development Council - Pac,,,,,USA,78701,,,,132454
COH,546005,20121009.0,15447,COH,"Miller, Douglas (Mr.)",100042812,20120907.0,1000.0,,Y,N,ENTITY,Oncor Political Action Committee,,,,,USA,75202,,,,100085
COH,546005,20121009.0,15447,COH,"Miller, Douglas (Mr.)",100042813,20120730.0,500.0,,Y,N,ENTITY,New Braunfels Republican Women Pac,,,,,USA,78131-0008,,,,97675
COH,546005,20121009.0,15447,COH,"Miller, Douglas (Mr.)",100042814,20120709.0,1000.0,,Y,N,ENTITY,Independent Insurance Agents Of Texas Pac,,,,,USA,78768,,,,60852
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042815,20081213.0,1000.0,,Y,N,ENTITY,Southwest Texas Water Resources General Purpose Committee,,,,,USA,78205,,,,122563
COH,546005,20121009.0,15447,COH,"Miller, Douglas (Mr.)",100042816,20120830.0,100.0,,Y,N,ENTITY,Canyon Lake Republican Women Pac,,,,,USA,78133,,,,20333
COH,546005,20121009.0,15447,COH,"Miller, Douglas (Mr.)",100042817,20120920.0,500.0,,Y,N,ENTITY,Texas Events Pac,,,,,USA,76107,,,,132705
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042818,20081211.0,1000.0,,Y,N,ENTITY,Power/Energy Pac Of Txu,,,,,USA,75201,,,,106385
COH,546005,20121009.0,15447,COH,"Miller, Douglas (Mr.)",100042819,20120822.0,100.0,,Y,N,ENTITY,Republican Club Of Comal County,,,,,USA,78163-0293,,,,110504
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042820,20081211.0,500.0,,Y,N,ENTITY,Ron Lewis & Associates Political Fund,,,,,USA,78701,,,,114305
COH,537151,20120713.0,15447,COH,"Miller, Douglas (Mr.)",100042821,20120523.0,250.0,,Y,N,ENTITY,Gulf States Toyota Inc. State Pac,,,,,USA,77077,,,,52844
COH,537151,20120713.0,15447,COH,"Miller, Douglas (Mr.)",100042822,20120522.0,500.0,,Y,N,ENTITY,Nra - Political Victory Fund,,,,,USA,22030-7400,,,,98988
COH,537151,20120713.0,15447,COH,"Miller, Douglas (Mr.)",100042823,20120522.0,500.0,,Y,N,ENTITY,General Electric Pac,,,,,USA,20004,,,C00024869,48671
COH,548581,20121029.0,15447,COH,"Miller, Douglas (Mr.)",100042824,20121010.0,1000.0,,Y,N,ENTITY,"The Travelers Companies, Inc. Pac",,,,,USA,06183,,,C00376376,140522
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042825,20081211.0,500.0,,Y,N,ENTITY,Saitas & Arenson,,,,,USA,78701,,,,116228
COH,537151,20120713.0,15447,COH,"Miller, Douglas (Mr.)",100042826,20120522.0,500.0,,Y,N,ENTITY,Texas Denpac,,,,,USA,78704-3644,,,,132255
COH,546005,20121009.0,15447,COH,"Miller, Douglas (Mr.)",100042827,20120926.0,1500.0,,Y,N,ENTITY,Txi Political Action Committee,,,,,USA,75247-6913,,,,145799
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042828,20081213.0,1000.0,,Y,N,ENTITY,T A D A Pac,,,,,USA,78701,,,,126554
COH,546005,20121009.0,15447,COH,"Miller, Douglas (Mr.)",100042829,20120925.0,2000.0,,Y,N,ENTITY,Texas Aggregates & Concrete Ass'N. Pac,,,,,USA,78701,,,,129495
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042830,20081211.0,250.0,,Y,N,ENTITY,Texas Chiropractic Association Pac,,,,,USA,78701-2132,,,,131672
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042831,20081103.0,500.0,,Y,N,ENTITY,Texas Architects Committee,,,,,USA,78701,,,,129982
COH,546005,20121009.0,15447,COH,"Miller, Douglas (Mr.)",100042832,20120924.0,1500.0,,Y,N,ENTITY,Waste Management Pac,,,,,USA,20004,,,C00119008,150048
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042833,20081213.0,250.0,,Y,N,ENTITY,T E N E T Pac,,,,,USA,75240,,,,126568
COH,537151,20120713.0,15447,COH,"Miller, Douglas (Mr.)",100042834,20120523.0,500.0,,Y,N,ENTITY,Texas Architects Committee,,,,,USA,78701,,,,129982
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042835,20081211.0,500.0,,Y,N,ENTITY,T M H A Pac,,,,,USA,78701,,,,126581
COH,537151,20120713.0,15447,COH,"Miller, Douglas (Mr.)",100042836,20120524.0,500.0,,Y,N,ENTITY,Texas Speech-Language-Hearing Association Pac,,,,,USA,78701,,,,135756
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042837,20081211.0,250.0,,Y,N,ENTITY,Texas Aft Cope Fund,,,,,USA,78704,,,,129432
COH,525639,20120427.0,15447,COH,"Miller, Douglas (Mr.)",100042838,20120110.0,500.0,,Y,N,ENTITY,K & L / Gates Pac,,,,,USA,75201,,,,70269
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042839,20081114.0,500.0,,Y,N,ENTITY,T O-Pac,,,,,USA,78701,,,,126584
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042840,20081211.0,500.0,,Y,N,ENTITY,Texas Rental Association Pac,,,,,USA,78704,,,,135217
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042841,20120501.0,500.0,,Y,N,ENTITY,Junior And Community College Pac,,,,,USA,78701,,,,70035
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042842,20081211.0,500.0,,Y,N,ENTITY,Texas Denpac,,,,,USA,78704-3644,,,,132255
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042843,20120420.0,2500.0,,Y,N,ENTITY,Texans For Economic Development Pac,,,,,USA,78701,,,,128916
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042844,20081211.0,500.0,,Y,N,ENTITY,Texas Consumer Finance Assn. Pac,,,,,USA,78701-2986,,,,131901
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042845,20120420.0,500.0,,Y,N,ENTITY,Zachry Corporation Pac,,,,,USA,78265-3240,,,,154528
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042846,20081114.0,500.0,,Y,N,ENTITY,Texas Rn/Apn Pac,,,,,USA,78757-1292,,,,135389
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042847,20120420.0,2500.0,,Y,N,ENTITY,Agc-Texas Building Branch Pac,,,,,USA,78701,,,,2800
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042848,20120501.0,500.0,,Y,N,ENTITY,Verizon Good Government Club - Tx Pac,,,,,USA,78701,,,,147880
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042849,20081029.0,500.0,,Y,N,ENTITY,Wholesale Beer Distributors Of Texas Pac,,,,,USA,78701,,,,151803
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042850,20120430.0,750.0,,Y,N,ENTITY,Baker Botts Amicus Fund,,,,,USA,77002-4995,,,,10651
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042851,20081211.0,2500.0,,Y,N,ENTITY,Trepac/Texas Association Of Realtors Pac,,,,,USA,78768-2246,,,,143664
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042852,20120423.0,1000.0,,Y,N,ENTITY,Texas Construction Association Pac,,,,,USA,78701-2494,,,,131873
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042853,20081211.0,1000.0,,Y,N,ENTITY,Tx Friends Of Time Warner,,,,,USA,77056-6550,,,,145268
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042854,20120423.0,2000.0,,Y,N,ENTITY,"Koch Industries, Inc. Pac",,,,,USA,20005,,,C00236489,73954
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042855,20081211.0,250.0,,Y,N,ENTITY,Verizon Good Government Club - Tx,,,,,USA,78701,,,,147879
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042856,20081211.0,250.0,,Y,N,ENTITY,Wittenburg & Associates,,,,,USA,78701-2101,,,,153354
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042857,20120503.0,300.0,,Y,N,ENTITY,Texas Agricultural Cooperative Council Pac,,,,,USA,78701,,,,129637
COH,401033,20090115.0,15447,COH,"Miller, Douglas (Mr.)",100042858,20081211.0,500.0,,Y,N,ENTITY,Wholesale Beer Distributors Of Texas Pac,,,,,USA,78701,,,,151803
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042859,20111019.0,1000.0,,Y,N,ENTITY,Independent Insurance Agents Of Texas Pac,,,,,USA,78768,,,,60852
COH,537151,20120713.0,15447,COH,"Miller, Douglas (Mr.)",100042860,20120524.0,1000.0,,Y,N,ENTITY,T S A Pac,,,,,USA,78701-1665,,,,126594
CORCOH,420488,20090715.0,15447,COH,"Miller, Douglas (Mr.)",100042861,20090630.0,500.0,,Y,N,ENTITY,Centerpoint Energy Pac,,,,,USA,77210-4567,,,,22810
COH,537151,20120713.0,15447,COH,"Miller, Douglas (Mr.)",100042862,20120530.0,1000.0,,Y,N,ENTITY,Pfizer Pac,,,,,USA,10017,,,C00016683,104256
COH,537151,20120713.0,15447,COH,"Miller, Douglas (Mr.)",100042863,20120529.0,250.0,,Y,N,ENTITY,Tex-Pipe Pac,,,,,USA,78701,,,,128769
CORCOH,420488,20090715.0,15447,COH,"Miller, Douglas (Mr.)",100042864,20090624.0,1000.0,,Y,N,ENTITY,Trepac/Texas Association Of Realtors Pac,,,,,USA,78768-2246,,,,143664
COH,537151,20120713.0,15447,COH,"Miller, Douglas (Mr.)",100042865,20120529.0,500.0,,Y,N,ENTITY,Amerisourcebergen Corporation Pac (Abc Pac),,,,,USA,19087,,,C00400929,6068
CORCOH,420488,20090715.0,15447,COH,"Miller, Douglas (Mr.)",100042866,20090625.0,1000.0,,Y,N,ENTITY,Ibat Pac,,,,,USA,78701,,,,60206
COH,537151,20120713.0,15447,COH,"Miller, Douglas (Mr.)",100042867,20120525.0,500.0,,Y,N,ENTITY,Texpac Texas Medical Association Pac,,,,,USA,78701,,,,136925
COH,537151,20120713.0,15447,COH,"Miller, Douglas (Mr.)",100042868,20120604.0,500.0,,Y,N,ENTITY,Truck Pac,,,,,USA,78701-2623,,,,144162
COH,537151,20120713.0,15447,COH,"Miller, Douglas (Mr.)",100042869,20120607.0,750.0,,Y,N,ENTITY,Tnla Pac,,,,,USA,78745-6698,,,,142187
COH,537151,20120713.0,15447,COH,"Miller, Douglas (Mr.)",100042870,20120619.0,500.0,,Y,N,ENTITY,T Scpa - Political Action Committee,,,,,USA,75254-7408,,,,126596
CORCOH,420488,20090715.0,15447,COH,"Miller, Douglas (Mr.)",100042871,20090625.0,250.0,,Y,N,ENTITY,Gardere Wynne Sewell Llp,,,,,USA,78701,,,,47739
COH,537151,20120713.0,15447,COH,"Miller, Douglas (Mr.)",100042872,20120611.0,500.0,,Y,N,ENTITY,Texas Academy Of Audiology Pac,,,,,USA,79761-4232,,,,129300
CORCOH,420488,20090715.0,15447,COH,"Miller, Douglas (Mr.)",100042873,20090622.0,250.0,,Y,N,ENTITY,P A C Of Independent Insurance Agents Of Texas,,,,,USA,78768,,,,100831
COH,525639,20120427.0,15447,COH,"Miller, Douglas (Mr.)",100042874,20120104.0,500.0,,Y,N,ENTITY,Germania Farm Mutual Pac,,,,,USA,77834,,,,49255
COH,525639,20120427.0,15447,COH,"Miller, Douglas (Mr.)",100042875,20120104.0,250.0,,Y,N,ENTITY,Gulf States Toyota Inc. State Pac,,,,,USA,77077,,,,52844
CORCOH,420488,20090715.0,15447,COH,"Miller, Douglas (Mr.)",100042876,20090623.0,1000.0,,Y,N,ENTITY,Texans For Lawsuit Reform Pac,,,,,USA,78701,,,,129049
COH,548581,20121029.0,15447,COH,"Miller, Douglas (Mr.)",100042877,20121010.0,500.0,,Y,N,ENTITY,Texas Credit Union League Pac,,,,,USA,75265-5147,,,,132081
CORCOH,420488,20090715.0,15447,COH,"Miller, Douglas (Mr.)",100042878,20090624.0,100.0,,Y,N,ENTITY,Wittenburg & Associates,,,,,USA,78701-2101,,,,153354
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042879,20111019.0,500.0,,Y,N,ENTITY,"Pepsico, Inc. Concerned Citizens Fund",,,,,USA,10577,,,C00039321,103700
CORCOH,420488,20090715.0,15447,COH,"Miller, Douglas (Mr.)",100042880,20090625.0,500.0,,Y,N,ENTITY,Wholesale Beer Distributors Of Texas Pac,,,,,USA,78701,,,,151803
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042881,20120508.0,1500.0,,Y,N,ENTITY,Ibat Pac,,,,,USA,78701,,,,60206
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042882,20120508.0,1000.0,,Y,N,ENTITY,American Electric Power Pac,,,,,USA,78701,,,,5543
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042883,20120504.0,500.0,,Y,N,ENTITY,"Greenburg Traurig, P.A. Pac",,,,,USA,12207,,,C00266585,51749
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042884,20120507.0,1000.0,,Y,N,ENTITY,Blue Cross And Blue Shield Of Texas State Pac,,,,,USA,75265-5730,,,,15028
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042885,20120508.0,500.0,,Y,N,ENTITY,Lyondell Chemical Co. Pac,,,,,USA,77010,,,,85189
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042886,20120508.0,2500.0,,Y,N,ENTITY,The Chickasaw Nation,,,,,USA,74820,,,,137773
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042887,20120508.0,250.0,,Y,N,ENTITY,Erben & Yarbrough,,,,,USA,78701,,,,41819
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042888,20120508.0,1000.0,,Y,N,ENTITY,Hs Law Pac,,,,,USA,78701,,,,59286
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042889,20120508.0,300.0,,Y,N,ENTITY,Texas Our Texas Pac,,,,,USA,78767,,,,134516
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042890,20120508.0,1000.0,,Y,N,ENTITY,Eye-Pac Of Texas,,,,,USA,78701,,,,42915
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042891,20120508.0,500.0,,Y,N,ENTITY,Blackridge,,,,,USA,78701,,,,14704
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042892,20120508.0,500.0,,Y,N,ENTITY,"Linebarger, Goggan, Blair & Sampson, Llp",,,,,USA,78760,,,,82446
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042893,20120508.0,1000.0,,Y,N,ENTITY,Eli Lilly And Company Pac,,,,,USA,20745,,,C00082792,40428
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042894,20120508.0,1000.0,,Y,N,ENTITY,Nustar Pac,,,,,USA,78248,,,,99200
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042895,20120508.0,500.0,,Y,N,ENTITY,Wholesale Beer Distributors Of Texas Pac,,,,,USA,78701,,,,151803
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042896,20120508.0,500.0,,Y,N,ENTITY,Tmha Pac,,,,,USA,78701,,,,142147
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042897,20120508.0,250.0,,Y,N,ENTITY,Texas Wildlife Association Pac,,,,,USA,78218,,,,136705
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042898,20120514.0,500.0,,Y,N,ENTITY,T Scpa - Political Action Committee,,,,,USA,75254-7408,,,,126596
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042899,20120510.0,1000.0,,Y,N,ENTITY,"Lloyd Gosselink Rochelle & Townsend, P.C.",,,,,USA,78767,,,,83076
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042900,20120510.0,195.0,"food and drinks for May 10, 2012 fundraiser",Y,N,ENTITY,Cooper'S Old Time Pit Bar-B-Que,,,,,USA,78130,,,,29207
COH,529551,20120520.0,15447,COH,"Miller, Douglas (Mr.)",100042901,20120510.0,500.0,,Y,N,ENTITY,Licensed Beverage Distributors Pac,,,,,USA,78701,,,,81704
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042902,20111019.0,500.0,,Y,N,ENTITY,Wholesale Beer Distributors Of Texas Pac,,,,,USA,78701,,,,151803
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042903,20111019.0,500.0,,Y,N,ENTITY,A Ep Pac,,,,,USA,78701,,,,733
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042904,20111017.0,1000.0,,Y,N,ENTITY,Texans For Lawsuit Reform Pac,,,,,USA,78701,,,,129049
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042905,20111014.0,500.0,,Y,N,ENTITY,Texas Denpac,,,,,USA,78704-3644,,,,132255
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042906,20111012.0,500.0,,Y,N,ENTITY,Texas Assoc. Of Health Underwriters Pac,,,,,USA,75137,,,,130247
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042907,20111018.0,1500.0,,Y,N,ENTITY,Union Pacific Corporation Fund For Effective Government,,,,,USA,76107,,,,146296
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042908,20111019.0,500.0,,Y,N,ENTITY,Beer Alliance Of Texas Pac,,,,,USA,78701,,,,12506
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042909,20111019.0,250.0,,Y,N,ENTITY,Frownfelter & Leal,,,,,USA,78229-4618,,,,46700
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042910,20111019.0,500.0,,Y,N,ENTITY,Texas Land Title Association Pac,,,,,USA,78703,,,,133740
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042911,20111019.0,500.0,,Y,N,ENTITY,Centerpoint Energy Pac,,,,,USA,77210-4567,,,,22810
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042912,20111019.0,500.0,,Y,N,ENTITY,Licensed Beverage Distributors Pac,,,,,USA,78701,,,,81704
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042913,20111019.0,1000.0,,Y,N,ENTITY,Tx Friends Of Time Warner,,,,,USA,77056-6550,,,,145268
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042914,20111107.0,1000.0,,Y,N,ENTITY,Eli Lilly And Company Pac,,,,,USA,20745,,,C00082792,40428
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042915,20111027.0,500.0,,Y,N,ENTITY,Texas Bail Pac,,,,,USA,75222-2067,,,,130952
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042916,20111025.0,1000.0,,Y,N,ENTITY,Blackridge,,,,,USA,78701,,,,14704
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042917,20111102.0,1000.0,,Y,N,ENTITY,Jackson Walker L.L.P. Pac,,,,,USA,78701,,,,62580
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042918,20111130.0,1000.0,,Y,N,ENTITY,Exxon Mobil Corporation Pac,,,,,USA,75039-2298,,,,42786
COH,514459,20120113.0,15447,COH,"Miller, Douglas (Mr.)",100042919,20111206.0,1500.0,,Y,N,ENTITY,Southwest Texas Water Resources General Purpose Committee,,,,,USA,78205,,,,122563
COH,525639,20120427.0,15447,COH,"Miller, Douglas (Mr.)",100042920,20120227.0,250.0,,Y,N,ENTITY,State Auto Employees Fed Pac Committee,,,,,USA,43215,,,C00430884,123674
COH,548581,20121029.0,15447,COH,"Miller, Douglas (Mr.)",100042921,20121008.0,500.0,,Y,N,ENTITY,Zachry Corporation Pac,,,,,USA,78265-3240,,,,154528
COH,525639,20120427.0,15447,COH,"Miller, Douglas (Mr.)",100042922,20120124.0,1000.0,,Y,N,ENTITY,Txi Political Action Committee,,,,,USA,75247-6913,,,,145799
COH,525639,20120427.0,15447,COH,"Miller, Douglas (Mr.)",100042923,20120118.0,750.0,,Y,N,ENTITY,Blackridge,,,,,USA,78701,,,,14704
COH,525639,20120427.0,15447,COH,"Miller, Douglas (Mr.)",100042924,20120113.0,500.0,,Y,N,ENTITY,Humana Inc. Pac,,,,,USA,20004,,,C00271007,59682
COH,548581,20121029.0,15447,COH,"Miller, Douglas (Mr.)",100042925,20121009.0,1000.0,,Y,N,ENTITY,"Harden Healthcare, Llc Federal Pac",,,,,USA,78703,,,,53963
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042926,20000126.0,1000.0,,Y,N,ENTITY,Talu-Pac,,,,,USA,78704,,,,126949
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042927,20000126.0,1000.0,,Y,N,ENTITY,Winstead Sechrest & Minick P.C. Pac,,,,,USA,78701,,,,153201
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042928,20000126.0,1000.0,,Y,N,ENTITY,Burlington Res.Pac,,,,,USA,77056,,,,18834
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042929,20000126.0,1000.0,,Y,N,ENTITY,James Parkey Investments,,,,,USA,75201,,,,63346
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042930,20000126.0,500.0,,Y,N,ENTITY,Hilgers & Watkins - Atty At Law,,,,,USA,78701,,,,56461
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042931,20000126.0,500.0,,Y,N,ENTITY,Texas Assoc Of Mortgage Bankers Pac,,,,,USA,78714,,,,130179
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042932,20000126.0,250.0,,Y,N,ENTITY,Atpe Leg. Impact,,,,,USA,78752,,,,9588
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042933,20000306.0,1000.0,,Y,N,ENTITY,Texas Building Branch Agc - Pac,,,,,USA,78701,,,,131248
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042934,20000518.0,1000.0,,Y,N,ENTITY,Waste Management Pac,,,,,USA,20004,,,,150048
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042935,20000328.0,1000.0,,Y,N,ENTITY,Southern Union Co. Pac,,,,,USA,78701,,,,122347
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042936,20000525.0,2000.0,,Y,N,ENTITY,Texas Bell Employee Pac,,,,,USA,78701,,,,131048
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042937,20000228.0,500.0,,Y,N,ENTITY,Texas Telephone Association - Pac,,,,,USA,78701,,,,136256
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042938,20000225.0,500.0,,Y,N,ENTITY,Jenkens & Gilchrist Pac,,,,,USA,75202,,,,64903
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042939,20000224.0,500.0,,Y,N,ENTITY,Marathon Oil Company Employees - Pac,,,,,USA,77253,,,,86232
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042940,20000126.0,1000.0,,Y,N,ENTITY,Baker & Botts L.L.D.,,,,,USA,78701,,,,10610
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042941,20000228.0,500.0,,Y,N,ENTITY,Bickerstaffheathsmileypollankever& Mcdaniel L.L.P.,,,,,USA,78701,,,,13994
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042942,20000228.0,1000.0,,Y,N,ENTITY,Reliant Energy Entex Citizen Responsibility Pac,,,,,USA,77252,,,,110055
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042943,20000225.0,1000.0,,Y,N,ENTITY,Hughes & Luce L.L.P.,,,,,USA,75201,,,,59518
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042944,20000202.0,1000.0,,Y,N,ENTITY,Cp&L Pac,,,,,USA,78403,,,,30060
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042945,20000228.0,1000.0,,Y,N,ENTITY,At&T Pac - Texas,,,,,USA,78701,,,,9372
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042946,20000228.0,1000.0,,Y,N,ENTITY,Wholesale Beer Distributors Of Texas Pac,,,,,USA,78701,,,,151803
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042947,20000228.0,1000.0,,Y,N,ENTITY,Gte Good Government Club - Texas,,,,,USA,78701,,,,52522
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042948,20000228.0,1000.0,,Y,N,ENTITY,Farmers Employee And Agent Pac Of Texas,,,,,USA,78768,,,,43539
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042949,20000225.0,1000.0,,Y,N,ENTITY,Texas Rural Water Pac,,,,,USA,78701,,,,135424
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042950,20000228.0,1000.0,,Y,N,ENTITY,Texas Automobile Dealers Association Pac,,,,,USA,78701,,,,130884
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042951,20000210.0,1000.0,,Y,N,ENTITY,Customer Services Pac Of Texas Utilities Company,,,,,USA,75201,,,,31132
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042952,20000217.0,2000.0,,Y,N,ENTITY,Tscpa - Pac,,,,,USA,75240,,,,144365
SPAC,1138,20000717.0,15478,SPAC,Friends of Eddie Lucio,100042953,20000126.0,5000.0,,Y,N,ENTITY,Tex Den Pac,,,,,USA,78704,,,,128708
