district,filer_id,first_name,id,last_name,middle_name,offices,party,photo_url,sources
,36538,David,TXL000255,Farabee,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2795.jpg,"[{'retrieved': '2010-12-03 19:02:02', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2795'}]"
,19888,Joe,TXL000246,Driver,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0574', 'fax': None}, {'type': 'district', 'email': None, 'address': '201 South Glenbrook Dr.\nGarland, TX 75040', 'name': 'District address', 'phone': '(972) 276-1556', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2705.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2705'}]
,37238,Rick,TXL000272,Hardcastle,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0526', 'fax': None}, {'type': 'district', 'email': None, 'address': '1930 Fannin Street\nVernon, TX 76384', 'name': 'District address', 'phone': '(940) 553-3825', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3160.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3160'}]
72,51651,Drew,TXL000242,Darby,,"[{'type': 'capitol', 'email': None, 'address': 'Room E1.308\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0331', 'fax': '512-463-0517'}, {'type': 'district', 'email': None, 'address': '36 W. Beauregard Suite 517\nSan Angelo, TX 76903', 'name': 'District Office', 'phone': '325-658-7313', 'fax': '325-659-3762'}]",Republican,http://www.house.state.tx.us/photos/members/2645.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=72'}]
26,42411,José,TXL000312,Menéndez,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 12068\nCapitol Station\nAustin, Texas 78711', 'name': 'Capitol Office', 'phone': '512-463-0126', 'fax': None}, {'type': 'district', 'email': None, 'address': '4522 Fredericksburg Road, A-3\nSan Antonio, Texas 78201', 'name': 'District Office', 'phone': '210-733-6604', 'fax': None}, {'type': 'district', 'email': None, 'address': '601 S. Seguin Road\nConverse, Texas 78109', 'name': 'District Office', 'phone': '210-659-9391', 'fax': None}]",Democratic,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/nopicture.jpg,[{'url': 'http://www.senate.state.tx.us/75r/Senate/members/dist26/dist26.htm'}]
101,62790,Chris,TXL000354,Turner,,"[{'type': 'capitol', 'email': None, 'address': 'Room E2.318\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0574', 'fax': '512-463-1481'}, {'type': 'district', 'email': None, 'address': '1600 E. Pioneer Pkwy\nSuite 515\nArlington, TX 76010', 'name': 'District Office', 'phone': '817-459-2800', 'fax': '817-459-7900'}]",Democratic,http://www.house.state.tx.us/photos/members/4680.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=101'}]
56,33202,"Charles ""Doc""",TXL000218,Anderson,,"[{'type': 'capitol', 'email': None, 'address': 'Room GW.8\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0135', 'fax': '512-463-0642'}, {'type': 'district', 'email': None, 'address': '900 Austin Ave., Suite 804\nWaco, TX 76701', 'name': 'District Office', 'phone': '254-754-3892', 'fax': '254-754-1604'}]",Republican,http://www.house.state.tx.us/photos/members/2155.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=56'}]
142,21133,Harold,TXL000249,Dutton,,"[{'type': 'capitol', 'email': None, 'address': 'Room 3N.5\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0510', 'fax': '512-463-8333'}, {'type': 'district', 'email': None, 'address': '8799 N. Loop East, Suite 200\nHouston, TX 77029', 'name': 'District Office', 'phone': '713-692-9192', 'fax': '713-692-6791'}]",Democratic,http://www.house.state.tx.us/photos/members/2650.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=142'}]
18,54588,John,TXL000324,Otto,,"[{'type': 'capitol', 'email': None, 'address': 'Room E1.504\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0570', 'fax': '512-463-0315'}, {'type': 'district', 'email': None, 'address': 'P. O. Box 965\nDayton, TX 77535', 'name': 'District Office', 'phone': '936-258-8135', 'fax': '936-258-7190'}]",Republican,http://www.house.state.tx.us/photos/members/3945.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=18'}]
138,32585,Dwayne,TXL000221,Bohac,,"[{'type': 'capitol', 'email': None, 'address': 'Room GS.6\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0727', 'fax': '512-463-0681'}, {'type': 'district', 'email': None, 'address': '2600 Gessner, Suite 212\nHouston, TX 77080', 'name': 'District Office', 'phone': '713-460-2800', 'fax': '713-460-2822'}]",Republican,http://www.house.state.tx.us/photos/members/2230.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=138'}]
,51570,Chente,TXL000333,Quintanilla,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0613', 'fax': None}, {'type': 'district', 'email': None, 'address': '120 North Horizon, Suite 112A\nEl Paso, TX 79927', 'name': 'District address', 'phone': '(915) 859-3111', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4230.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A4230'}]
,51538,Rob,TXL000252,Eissler,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0797', 'fax': None}, {'type': 'district', 'email': None, 'address': '431 Nursery Rd. B-400\nThe Woodlands, TX 77380', 'name': 'District address', 'phone': '(281) 681-9655', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2780.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2780'}]
,32407,Dora,TXL000321,Olivo,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3886.jpg,"[{'retrieved': '2010-12-03 19:04:12', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3886'}]"
,25069,Craig,TXL000251,Eiland,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '512-463-0502', 'fax': None}, {'type': 'district', 'email': None, 'address': '9702 E.F. Lowry Expressway\nTexas City, TX 77591', 'name': 'District address', 'phone': '800-345-2630', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2775.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2775'}]
86,20664,John T.,TXL000344,Smithee,,"[{'type': 'capitol', 'email': None, 'address': 'Room 1W.10\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0702', 'fax': '512-476-7016'}, {'type': 'district', 'email': None, 'address': '320 S. Polk, 1st Floor\nAmarillo, TX 79101', 'name': 'District Office', 'phone': '806-372-3327', 'fax': '806-342-0327'}]",Republican,http://www.house.state.tx.us/photos/members/4530.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=86'}]
,34445,Carl,TXL000287,Isett,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3375.jpg,"[{'retrieved': '2010-07-06 00:04:47', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3375'}]"
120,23012,Ruth Jones,TXL000310,McClendon,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '512-463-0708', 'fax': None}, {'type': 'district', 'email': None, 'address': '403 South W.W. White Road,, Suite 210\nSan Antonio, TX 78219', 'name': 'District address', 'phone': '210-225-2107', 'fax': None}]",Democratic,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3650.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3650'}]
,41994,Tim,TXL000296,Kleinschmidt,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '512-463-0682', 'fax': None}, {'type': 'district', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'District address', 'phone': None, 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3430.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3430'}]
,23181,Tommy,TXL000313,Merritt,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3840.jpg,"[{'retrieved': '2010-12-03 19:03:56', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3840'}]"
,36171,Leo,TXL000220,Berman,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0584', 'fax': None}, {'type': 'district', 'email': None, 'address': 'P.O. Box 6028\nTyler, TX 75711', 'name': 'District address', 'phone': '(903) 939-2400', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2205.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2205'}]
,20175,Tryon,TXL000302,Lewis,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '512-463-0546', 'fax': None}, {'type': 'district', 'email': None, 'address': '119 W. 4th St. #206\nOdessa, TX 79761', 'name': 'District address', 'phone': '432-332-0937', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3570.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3570'}]
51,36539,Eddie,TXL000338,Rodriguez,,"[{'type': 'capitol', 'email': None, 'address': 'Room 4S.6\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0674', 'fax': '512-463-0314'}, {'type': 'district', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'District Office', 'phone': '512-463-0674', 'fax': '512-463-5896'}]",Democratic,http://www.house.state.tx.us/photos/members/4270.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=51'}]
,20832,David,TXL000348,Swinford,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4570.jpg,"[{'retrieved': '2010-08-23 14:03:28', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A4570'}]"
,57942,Valinda,TXL000222,Bolton,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2240.jpg,"[{'retrieved': '2010-12-03 19:00:56', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2240'}]"
,19778,Lon,TXL000227,Burnam,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '512-463-0740', 'fax': None}, {'type': 'district', 'email': None, 'address': 'P.O. Box 1894\nFort Worth, TX 76101', 'name': 'District address', 'phone': '817-924-1997', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2255.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2255'}]
,19919,Warren,TXL000232,Chisum,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0736', 'fax': None}, {'type': 'district', 'email': None, 'address': 'P.O. Box 2061\nPampa, TX 79066', 'name': 'District address', 'phone': '(806) 665-3552', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2480.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2480'}]
82,20051,Tom,TXL000239,Craddick,,"[{'type': 'capitol', 'email': None, 'address': 'Room 1W.09\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0500', 'fax': '512-463-7722'}, {'type': 'district', 'email': None, 'address': '500 West Texas, Suite 880\nMidland, TX 79701', 'name': 'District Office', 'phone': '432-682-3000', 'fax': '432-684-4864'}]",Republican,http://www.house.state.tx.us/photos/members/2610.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=82'}]
,20285,Harvey,TXL000279,Hilderbran,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '512-463-0536', 'fax': None}, {'type': 'district', 'email': None, 'address': '125 Lehmann Drive, Ste. 202\nKerrville, TX 78028', 'name': 'District address', 'phone': '830-257-2333', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3250.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3250'}]
,20196,Delwin,TXL000290,Jones,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3405.jpg,"[{'retrieved': '2010-12-03 19:03:10', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3405'}]"
,51407,Ken,TXL000327,Paxton,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 12068, Capitol Station\nAustin, TX 78711', 'name': 'Capitol address', 'phone': '512-463-0108', 'fax': None}, {'type': 'district', 'email': None, 'address': '201 W. Virginia Parkway\nMcKinney, TX 75069', 'name': 'District address', 'phone': '972-529-1600', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1020.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=S&Code=A1020'}]
,60132,Randy,TXL000361,Weber,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0707', 'fax': None}, {'type': 'district', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'District address', 'phone': None, 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4950.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A4950'}]
135,26729,Gary,TXL000253,Elkins,,"[{'type': 'capitol', 'email': None, 'address': 'Room 4N.3\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0722', 'fax': '512-463-2331'}, {'type': 'district', 'email': None, 'address': '9601 Jones Road\nSuite 215\nHouston, TX 77065', 'name': 'District Office', 'phone': '832-912-8380', 'fax': '832-912-8879'}]",Republican,http://www.house.state.tx.us/photos/members/2785.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=135'}]
,57532,Ellen,TXL000234,Cohen,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2425.jpg,"[{'retrieved': '2010-12-03 19:01:20', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2425'}]"
,21135,Scott,TXL000280,Hochberg,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0492', 'fax': None}, {'type': 'district', 'email': None, 'address': '7011 Harwin, Suite 230\nHouston, TX 77036', 'name': 'District address', 'phone': '(832) 252-7336', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3305.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3305'}]
,58335,Kirk,TXL000254,England,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2805.jpg,"[{'retrieved': '2010-12-03 19:02:00', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2805'}]"
,54919,Marc,TXL000357,Veasey,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0716', 'fax': None}, {'type': 'district', 'email': None, 'address': 'TECH Fort Worth Building,, 1120 South Freeway, Suite 121\nFort Worth, TX 76104', 'name': 'District address', 'phone': '(817) 339-1430', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4725.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A4725'}]
,20763,Rob,TXL000322,Orr,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '512-463-0538', 'fax': None}, {'type': 'district', 'email': None, 'address': '201 West Ellison, Ste. 201\nBurleson, TX 76028', 'name': 'District address', 'phone': '817-295-5158', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3930.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3930'}]
,32403,Betty,TXL000225,Brown,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2265.jpg,"[{'retrieved': '2010-12-03 19:01:01', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2265'}]"
,20049,Joe,TXL000238,Crabb,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2605.jpg,"[{'retrieved': '2010-12-03 19:01:28', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2605'}]"
4,51451,Brandon,TXL000240,Creighton,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 12068\nCapitol Station\nAustin, Texas 78711', 'name': 'Capitol Office', 'phone': '512-463-0104', 'fax': None}, {'type': 'district', 'email': None, 'address': '350 Pine Street, Suite 1450\nBeaumont, Texas 77701', 'name': 'District Office', 'phone': '409-838-9861', 'fax': None}, {'type': 'district', 'email': None, 'address': '2829 Technology Forest, Suite 240\nThe Woodlands, Texas 77381', 'name': 'District Office', 'phone': '281-292-4128', 'fax': None}]",Republican,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1040.jpg,[{'url': 'http://www.senate.state.tx.us/75r/Senate/members/dist4/dist4.htm'}]
61,36483,Phil,TXL000295,King,,"[{'type': 'capitol', 'email': None, 'address': 'Room 1N.5\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0738', 'fax': '512-463-1957'}, {'type': 'district', 'email': None, 'address': '2110 Fort Worth Hwy\nWeatherford, TX 76086', 'name': 'District Office', 'phone': None, 'fax': None}]",Republican,http://www.house.state.tx.us/photos/members/3470.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=61'}]
,61811,Ken,TXL000300,Legler,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0460', 'fax': None}, {'type': 'district', 'email': None, 'address': '1109 Fairmont Pkwy.\nPasadena, TX 77504', 'name': 'District address', 'phone': '(713) 944-1092', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3550.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3550'}]
30,32386,Geanie W.,TXL000318,Morrison,,"[{'type': 'capitol', 'email': None, 'address': 'Room 1N.9\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0456', 'fax': '512-463-0158'}, {'type': 'district', 'email': None, 'address': '1908 N. Laurent, Suite 500\nVictoria, Texas 77901', 'name': 'District Office', 'phone': '361-572-0196', 'fax': '361-576-0747'}]",Republican,http://www.house.state.tx.us/photos/members/3870.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=30'}]
63,37313,Tan,TXL000325,Parker,,"[{'type': 'capitol', 'email': None, 'address': 'Room E2.602\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0688', 'fax': None}, {'type': 'district', 'email': None, 'address': '800 Parker Square, Suite 245\nFlower Mound, TX 75028', 'name': 'District Office', 'phone': '972-724-8477', 'fax': None}]",Republican,http://www.house.state.tx.us/photos/members/4090.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=63'}]
131,19673,Alma A.,TXL000214,Allen,,"[{'type': 'capitol', 'email': None, 'address': 'Room E1.506\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0744', 'fax': '512-463-0761'}, {'type': 'district', 'email': None, 'address': '10101 Fondren Road, Suite 500\nHouston, TX 77096', 'name': 'District Office', 'phone': '713-776-0505', 'fax': '713-776-1490'}]",Democratic,http://www.house.state.tx.us/photos/members/2100.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=131'}]
,24470,Beverly,TXL000362,Woolley,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0696', 'fax': None}, {'type': 'district', 'email': None, 'address': '2400 Augusta Drive, Suite 266\nHouston, TX 77057', 'name': 'District address', 'phone': '(713) 629-6313', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A5005.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A5005'}]
121,19498,Joe,TXL000347,Straus,,"[{'type': 'capitol', 'email': None, 'address': 'Room 2W.13\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-1000', 'fax': '512-463-0675'}, {'type': 'district', 'email': None, 'address': '7373 Broadway,\nSuite 202-A\nSan Antonio, TX 78209', 'name': 'District Office', 'phone': '210-828-4411', 'fax': '210-832-9994'}]",Republican,http://www.house.state.tx.us/photos/members/4565.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=121'}]
,25105,Charlie,TXL000284,Howard,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0710', 'fax': None}, {'type': 'district', 'email': None, 'address': '1 Fluor Daniel Building\nSugar Land, TX 77478', 'name': 'District address', 'phone': '(281) 565-9500', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3315.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3315'}]
64,37222,Myra,TXL000241,Crownover,,"[{'type': 'capitol', 'email': None, 'address': 'Room 1N.10\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0582', 'fax': '512-463-0471'}, {'type': 'district', 'email': None, 'address': 'P.O. Box 535\nLake Dallas, TX 75065', 'name': 'District Office', 'phone': '940-321-0013', 'fax': '940-497-0121'}]",Republican,http://www.house.state.tx.us/photos/members/2640.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=64'}]
148,26313,Jessica,TXL000257,Farrar,,"[{'type': 'capitol', 'email': None, 'address': 'Room 1N.8\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0620', 'fax': '512-463-0894'}, {'type': 'district', 'email': None, 'address': 'P.O. Box 30099\nHouston, TX 77249', 'name': 'District Office', 'phone': '713-691-6912', 'fax': '713-691-3363'}]",Democratic,http://www.house.state.tx.us/photos/members/2810.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=148'}]
112,62309,Angie Chen,TXL000228,Button,,"[{'type': 'capitol', 'email': None, 'address': 'Room E2.910\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0486', 'fax': None}, {'type': 'district', 'email': None, 'address': '1201 International Parkway #130\nRichardson, TX 75081', 'name': 'District Office', 'phone': '972-234-8980', 'fax': '972-470-0789'}]",Republican,http://www.house.state.tx.us/photos/members/2510.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=112'}]
140,62108,Armando,TXL000360,Walle,,"[{'type': 'capitol', 'email': None, 'address': 'Room E1.304\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0924', 'fax': '512-463-1510'}, {'type': 'district', 'email': None, 'address': '150 West Parker Road, Suite 700\nHouston, TX 77076', 'name': 'District Office', 'phone': '713-694-8620', 'fax': '713-694-8613'}]",Democratic,http://www.house.state.tx.us/photos/members/4930.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=140'}]
139,20872,Sylvester,TXL000355,Turner,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '512-463-0554', 'fax': None}, {'type': 'district', 'email': None, 'address': '6915 Antoine Street, Suite E\nHouston, TX 77091', 'name': 'District address', 'phone': '713-683-6363', 'fax': None}]",Democratic,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4685.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A4685'}]
119,62485,Roland,TXL000269,Gutierrez,,"[{'type': 'capitol', 'email': None, 'address': 'Room GN.9\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0452', 'fax': '512-463-1447'}, {'type': 'district', 'email': None, 'address': '3319 Sidney Brooks Building\n510, Suite 2\nSan Antonio, TX 78235', 'name': 'District Office', 'phone': '210-532-2758', 'fax': '210-532-3830'}]",Democratic,http://www.house.state.tx.us/photos/members/3025.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=119'}]
73,15447,Doug,TXL000315,Miller,,"[{'type': 'capitol', 'email': None, 'address': 'Room GN.10\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0325', 'fax': None}, {'type': 'district', 'email': None, 'address': '407 W. Mill Street\nNew Braunfels, Texas 78130', 'name': 'District Office', 'phone': '830-625-1313', 'fax': '830-625-1747'}]",Republican,http://www.house.state.tx.us/photos/members/3848.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=73'}]
,19900,Jim,TXL000248,Dunnam,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2660.jpg,"[{'retrieved': '2010-12-03 19:01:48', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2660'}]"
,54754,Mark,TXL000346,Strama,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0821', 'fax': None}, {'type': 'district', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'District address', 'phone': '(512) 463-0821', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4545.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A4545'}]
